id,label
image_0719,coast
image_0352,mountain
image_0300,coast
image_0474,office
image_0971,livingroom
image_0269,highway
image_0052,livingroom
image_0461,coast
image_0322,office
image_0858,mountain
image_0092,office
image_0945,livingroom
image_0013,street
image_0168,coast
image_0735,livingroom
image_0558,street
image_0957,opencountry
image_0223,street
image_0005,insidecity
image_0988,highway
image_0439,opencountry
image_0934,opencountry
image_0704,livingroom
image_0658,office
image_0211,kitchen
image_0740,opencountry
image_0841,livingroom
image_0699,mountain
image_0130,livingroom
image_0993,highway
image_0805,highway
image_0116,livingroom
image_0431,highway
image_0454,suburb
image_0607,kitchen
image_0098,office
image_0165,highway
image_0188,street
image_0444,highway
image_0749,mountain
image_0864,suburb
image_0210,tallbuilding
image_0806,coast
image_0086,office
image_0450,forest
image_0720,highway
image_0241,coast
image_0267,mountain
image_0697,tallbuilding
image_0084,livingroom
image_0835,mountain
image_0491,opencountry
image_0456,forest
image_0666,office
image_0567,office
image_0604,suburb
image_0273,opencountry
image_0836,bedroom
image_0850,highway
image_0075,coast
image_0171,forest
image_0636,opencountry
image_0430,forest
image_0707,forest
image_0958,livingroom
image_1001,office
image_0631,kitchen
image_0292,forest
image_0779,opencountry
image_0057,highway
image_0493,bedroom
image_0295,opencountry
image_0304,street
image_0039,suburb
image_0614,tallbuilding
image_0755,livingroom
image_0254,livingroom
image_0961,coast
image_0334,office
image_0093,suburb
image_0441,suburb
image_0807,livingroom
image_0009,street
image_0187,livingroom
image_0587,tallbuilding
image_0182,coast
image_0653,bedroom
image_0479,suburb
image_0686,bedroom
image_0624,livingroom
image_0588,insidecity
image_0709,highway
image_1014,bedroom
image_0662,insidecity
image_0563,highway
image_0980,kitchen
image_0249,suburb
image_0473,mountain
image_0004,tallbuilding
image_0725,forest
image_0586,coast
image_0152,mountain
image_0556,coast
image_0076,insidecity
image_0001,bedroom
image_0265,suburb
image_0064,coast
image_0054,suburb
image_0577,office
image_0459,opencountry
image_0838,insidecity
image_0568,forest
image_0549,tallbuilding
image_0181,street
image_0083,street
image_0340,coast
image_0448,coast
image_0384,forest
image_0616,bedroom
image_0151,forest
image_0095,livingroom
image_0914,mountain
image_0845,tallbuilding
image_0516,office
image_0743,coast
image_0569,street
image_0701,highway
image_0242,street
image_0657,highway
image_0483,highway
image_0628,livingroom
image_0302,coast
image_0081,forest
image_0692,forest
image_0372,livingroom
image_0700,tallbuilding
image_0135,livingroom
image_0362,street
image_0682,kitchen
image_0900,bedroom
image_0492,livingroom
image_0832,suburb
image_0867,tallbuilding
image_0031,forest
image_0560,mountain
image_0468,street
image_0358,bedroom
image_0744,insidecity
image_0649,insidecity
image_1016,livingroom
image_0365,street
image_0896,forest
image_0726,forest
image_0606,insidecity
image_0823,tallbuilding
image_0472,street
image_0680,kitchen
image_0312,forest
image_0349,kitchen
image_0453,mountain
image_0308,tallbuilding
image_0119,opencountry
image_0603,opencountry
image_0216,forest
image_0428,tallbuilding
image_0318,livingroom
image_0283,kitchen
image_0041,bedroom
image_0972,office
image_0008,coast
image_0020,highway
image_0564,livingroom
image_0638,highway
image_0404,kitchen
image_0367,kitchen
image_0258,livingroom
image_0159,kitchen
image_0263,livingroom
image_1018,forest
image_0510,street
image_0921,coast
image_0437,forest
image_0319,highway
image_0991,opencountry
image_0989,coast
image_0715,livingroom
image_0881,office
image_0639,street
image_0499,livingroom
image_0063,bedroom
image_0978,forest
image_0374,street
image_0787,opencountry
image_0553,tallbuilding
image_0723,bedroom
image_0747,tallbuilding
image_0224,opencountry
image_0463,forest
image_0613,office
image_0786,livingroom
image_0288,highway
image_0601,office
image_0260,insidecity
image_0878,forest
image_0646,bedroom
image_0408,kitchen
image_0597,office
image_0673,suburb
image_0494,office
image_1031,coast
image_0088,kitchen
image_0059,kitchen
image_0925,office
image_0000,highway
image_0385,highway
image_0781,office
image_0969,suburb
image_0420,street
image_0633,opencountry
image_0810,livingroom
image_0801,mountain
image_0427,insidecity
image_1027,mountain
image_0434,suburb
image_0329,mountain
image_0521,opencountry
image_0082,livingroom
image_0279,forest
image_0880,highway
image_0451,tallbuilding
image_0327,forest
image_0822,mountain
image_0798,insidecity
image_0685,office
image_0757,opencountry
image_1012,office
image_0610,highway
image_0728,forest
image_0255,highway
image_0656,insidecity
image_0411,opencountry
image_0874,kitchen
image_0659,opencountry
image_0285,street
image_0736,office
image_0519,office
image_0530,livingroom
image_0534,opencountry
image_0208,suburb
image_0282,forest
image_0884,suburb
image_0391,bedroom
image_0345,livingroom
image_0975,insidecity
image_0402,forest
image_0221,opencountry
image_0954,mountain
image_0825,street
image_1026,suburb
image_0886,office
image_0105,mountain
image_0303,kitchen
image_0046,coast
image_0852,mountain
image_0315,suburb
image_0379,street
image_0314,suburb
image_0085,mountain
image_0730,forest
image_0877,livingroom
image_0180,tallbuilding
image_0387,kitchen
image_0142,opencountry
image_0154,livingroom
image_0287,opencountry
image_0792,livingroom
image_0311,livingroom
image_0504,highway
image_0872,tallbuilding
image_0259,coast
image_0937,livingroom
image_0199,tallbuilding
image_0794,kitchen
image_0514,tallbuilding
image_0422,coast
image_0861,insidecity
image_0045,street
image_0645,insidecity
image_0502,street
image_0543,suburb
image_0642,forest
image_1019,coast
image_0012,mountain
image_0175,tallbuilding
image_0261,tallbuilding
image_0477,mountain
image_0950,office
image_0582,office
image_0415,street
image_0297,coast
image_1038,forest
image_1003,bedroom
image_0127,street
image_0148,street
image_0803,insidecity
image_0191,mountain
image_0320,highway
image_1033,tallbuilding
image_0398,insidecity
image_0110,livingroom
image_0243,tallbuilding
image_0193,insidecity
image_0873,mountain
image_0027,bedroom
image_0037,coast
image_0423,bedroom
image_0500,mountain
image_0047,insidecity
image_0947,street
image_0392,coast
image_0593,coast
image_0324,bedroom
image_0689,street
image_0429,office
image_1013,office
image_0166,suburb
image_0708,opencountry
image_0158,bedroom
image_0305,suburb
image_0409,suburb
image_0898,coast
image_0848,kitchen
image_0107,opencountry
image_0125,coast
image_0209,coast
image_0173,opencountry
image_0742,suburb
image_0974,highway
image_0484,forest
image_0688,opencountry
image_0634,mountain
image_0091,insidecity
image_0457,suburb
image_0939,suburb
image_0465,insidecity
image_0745,office
image_0808,bedroom
image_0965,mountain
image_0339,street
image_0002,suburb
image_0930,suburb
image_0678,kitchen
image_0149,forest
image_1039,tallbuilding
image_0433,opencountry
image_0508,mountain
image_0596,highway
image_0097,tallbuilding
image_0214,coast
image_0256,forest
image_0859,tallbuilding
image_0204,highway
image_0371,street
image_0751,mountain
image_0048,street
image_0962,mountain
image_0554,highway
image_0862,highway
image_0145,forest
image_0160,forest
image_0357,highway
image_0506,street
image_0196,livingroom
image_1008,insidecity
image_0212,mountain
image_0424,coast
image_0222,suburb
image_0111,forest
image_0217,insidecity
image_0331,mountain
image_0360,highway
image_0716,insidecity
image_0598,opencountry
image_0899,livingroom
image_0905,suburb
image_0994,suburb
image_0637,mountain
image_0114,highway
image_0179,insidecity
image_0011,livingroom
image_0294,tallbuilding
image_0405,mountain
image_0381,office
image_0131,suburb
image_0770,street
image_0904,tallbuilding
image_0924,insidecity
image_0738,suburb
image_0926,office
image_0609,mountain
image_0388,opencountry
image_0133,insidecity
image_0353,opencountry
image_0014,insidecity
image_0517,street
image_0655,insidecity
image_0746,livingroom
image_0589,coast
image_0386,office
image_0270,kitchen
image_0028,mountain
image_0756,insidecity
image_0780,tallbuilding
image_0963,bedroom
image_0289,kitchen
image_0561,opencountry
image_0713,mountain
image_0253,livingroom
image_0576,mountain
image_0665,coast
image_0660,office
image_0485,street
image_0711,street
image_0986,suburb
image_0377,forest
image_0705,opencountry
image_0821,highway
image_0475,mountain
image_0496,mountain
image_0104,kitchen
image_0599,office
image_0248,suburb
image_0942,mountain
image_0518,suburb
image_0406,opencountry
image_0796,coast
image_0622,insidecity
image_0828,livingroom
image_0343,tallbuilding
image_0714,forest
image_0350,kitchen
image_0447,tallbuilding
image_0024,office
image_0156,tallbuilding
image_0443,street
image_0023,insidecity
image_0683,mountain
image_0307,office
image_0590,street
image_0124,tallbuilding
image_0977,highway
image_0344,suburb
image_0629,suburb
image_0417,forest
image_0788,bedroom
image_0844,opencountry
image_0968,mountain
image_0452,highway
image_0341,livingroom
image_0718,coast
image_0523,street
image_0595,bedroom
image_1006,livingroom
image_0503,tallbuilding
image_0383,bedroom
image_0274,highway
image_0070,insidecity
image_0198,tallbuilding
image_0099,bedroom
image_1017,street
image_0029,forest
image_0857,kitchen
image_0421,kitchen
image_0051,office
image_0777,coast
image_0758,coast
image_0750,coast
image_0317,highway
image_0185,tallbuilding
image_0783,insidecity
image_0608,mountain
image_0025,highway
image_0234,street
image_1000,office
image_0389,office
image_0785,office
image_0488,mountain
image_0684,forest
image_0922,mountain
image_0203,tallbuilding
image_0928,mountain
image_0573,insidecity
image_0157,highway
image_0830,office
image_1025,tallbuilding
image_0535,livingroom
image_0644,kitchen
image_0016,highway
image_0060,forest
image_0545,bedroom
image_0995,livingroom
image_0897,opencountry
image_0578,mountain
image_0698,street
image_0970,coast
image_0090,suburb
image_0527,kitchen
image_0284,office
image_0773,office
image_0944,kitchen
image_0299,tallbuilding
image_0042,suburb
image_0074,insidecity
image_1023,livingroom
image_0164,coast
image_0717,mountain
image_1030,kitchen
image_0262,tallbuilding
image_0566,street
image_0524,office
image_0790,suburb
image_0436,office
image_0189,street
image_0038,forest
image_0373,street
image_0834,livingroom
image_0819,highway
image_0337,insidecity
image_0555,bedroom
image_0044,livingroom
image_0507,street
image_0363,opencountry
image_0829,street
image_0600,kitchen
image_0885,suburb
image_0876,highway
image_0987,insidecity
image_0128,suburb
image_0032,livingroom
image_0096,highway
image_0240,forest
image_0313,forest
image_0712,tallbuilding
image_0449,insidecity
image_0033,highway
image_0281,opencountry
image_0542,opencountry
image_0442,livingroom
image_0077,coast
image_0413,highway
image_0536,bedroom
image_0257,suburb
image_0141,tallbuilding
image_0213,livingroom
image_0871,bedroom
image_0109,office
image_1010,tallbuilding
image_0679,kitchen
image_0087,forest
image_0490,opencountry
image_0138,insidecity
image_0361,office
image_0532,bedroom
image_0675,bedroom
image_0478,highway
image_0759,suburb
image_0797,coast
image_0693,coast
image_0177,opencountry
image_0481,tallbuilding
image_0482,bedroom
image_0812,coast
image_0927,office
image_0824,livingroom
image_0346,suburb
image_0155,mountain
image_0892,office
image_0990,tallbuilding
image_1036,opencountry
image_0669,street
image_0618,street
image_0890,suburb
image_0200,suburb
image_0316,kitchen
image_0215,forest
image_0338,forest
image_0509,insidecity
image_0021,mountain
image_0591,street
image_0732,insidecity
image_0734,opencountry
image_0122,livingroom
image_0529,tallbuilding
image_0919,tallbuilding
image_0515,mountain
image_0351,tallbuilding
image_0244,insidecity
image_0531,suburb
image_0445,livingroom
image_0520,kitchen
image_0722,kitchen
image_0889,office
image_0053,mountain
image_0153,forest
image_0671,livingroom
image_0268,mountain
image_0920,mountain
image_0121,insidecity
image_0960,office
image_0511,office
image_0791,opencountry
image_0266,livingroom
image_0943,bedroom
image_0985,kitchen
image_0813,street
image_0912,kitchen
image_0762,highway
image_0584,kitchen
image_0733,insidecity
image_0998,coast
image_0570,mountain
image_0641,office
image_0741,livingroom
image_0117,office
image_0769,office
image_0611,bedroom
image_0651,tallbuilding
image_0393,tallbuilding
image_0277,coast
image_0981,opencountry
image_0667,opencountry
image_0802,tallbuilding
image_0931,insidecity
image_0143,insidecity
image_0455,office
image_0147,mountain
image_0537,office
image_0724,kitchen
image_0513,kitchen
image_0369,kitchen
image_0231,opencountry
image_0356,mountain
image_0489,suburb
image_0306,opencountry
image_0559,kitchen
image_0486,insidecity
image_0753,highway
image_0055,bedroom
image_0136,tallbuilding
image_0916,bedroom
image_0650,mountain
image_0137,livingroom
image_0915,forest
image_0321,opencountry
image_0856,kitchen
image_1004,insidecity
image_0414,mountain
image_0073,livingroom
image_0820,mountain
image_0007,forest
image_0251,suburb
image_0982,forest
image_0767,street
image_0382,bedroom
image_0022,highway
image_1011,mountain
image_0778,mountain
image_0247,mountain
image_0230,office
image_0172,street
image_0541,tallbuilding
image_0676,suburb
image_0036,street
image_0364,forest
image_0380,opencountry
image_0946,highway
image_0079,opencountry
image_0019,insidecity
image_0737,insidecity
image_0498,insidecity
image_0080,mountain
image_0066,opencountry
image_0875,coast
image_0574,livingroom
image_0333,insidecity
image_0089,street
image_0895,office
image_0923,kitchen
image_0776,suburb
image_0497,livingroom
image_0731,street
image_1002,forest
image_0729,opencountry
image_0426,street
image_0113,bedroom
image_0763,suburb
image_0335,highway
image_0760,office
image_0108,bedroom
image_0298,highway
image_0401,kitchen
image_0347,insidecity
image_0761,mountain
image_0652,street
image_0804,coast
image_0207,kitchen
image_0043,livingroom
image_0910,office
image_0169,kitchen
image_0621,insidecity
image_0702,highway
image_0100,highway
image_0860,livingroom
image_0291,bedroom
image_0948,livingroom
image_0129,forest
image_0855,bedroom
image_0501,coast
image_0772,insidecity
image_0218,office
image_0035,suburb
image_0245,office
image_0748,opencountry
image_0953,highway
image_0323,livingroom
image_0112,livingroom
image_0853,highway
image_0956,kitchen
image_0883,bedroom
image_0192,mountain
image_0126,forest
image_0103,tallbuilding
image_0627,bedroom
image_0232,forest
image_0571,highway
image_0296,tallbuilding
image_0034,highway
image_0967,insidecity
image_0310,tallbuilding
image_0594,forest
image_0396,mountain
image_0703,suburb
image_0696,mountain
image_0754,street
image_0290,highway
image_0630,highway
image_0342,suburb
image_0955,coast
image_0847,bedroom
image_0010,highway
image_0348,street
image_0814,tallbuilding
image_0842,bedroom
image_0551,livingroom
image_0412,opencountry
image_0120,highway
image_0581,suburb
image_0795,highway
image_1024,tallbuilding
image_0908,kitchen
image_0275,insidecity
image_0640,street
image_0938,mountain
image_0139,forest
image_0435,coast
image_0602,highway
image_0840,bedroom
image_0194,kitchen
image_0619,coast
image_0643,tallbuilding
image_1035,mountain
image_0272,opencountry
image_0583,bedroom
image_0065,office
image_0826,suburb
image_0235,mountain
image_0831,livingroom
image_0869,forest
image_1005,kitchen
image_0293,office
image_0936,livingroom
image_0771,livingroom
image_0800,tallbuilding
image_0793,mountain
image_0979,opencountry
image_0062,suburb
image_0870,highway
image_0996,livingroom
image_0903,office
image_0764,suburb
image_0328,bedroom
image_0167,bedroom
image_0469,opencountry
image_0354,opencountry
image_0710,tallbuilding
image_0752,kitchen
image_0228,suburb
image_0891,mountain
image_0548,coast
image_0197,kitchen
image_1015,opencountry
image_0933,coast
image_0330,bedroom
image_0721,street
image_0623,tallbuilding
image_0681,coast
image_0863,forest
image_1020,highway
image_0784,livingroom
image_0264,bedroom
image_0162,highway
image_0851,kitchen
image_0403,suburb
image_0225,insidecity
image_1032,insidecity
image_0565,tallbuilding
image_0236,highway
image_0984,mountain
image_0935,opencountry
image_0366,tallbuilding
image_0176,office
image_0067,tallbuilding
image_0106,opencountry
image_0030,street
image_0219,coast
image_0326,suburb
image_0557,forest
image_0271,office
image_0654,kitchen
image_0190,livingroom
image_0376,kitchen
image_0854,office
image_0425,livingroom
image_0768,tallbuilding
image_0615,suburb
image_0888,forest
image_0399,livingroom
image_0202,livingroom
image_0252,suburb
image_0913,insidecity
image_0416,office
